,name,preferred_formation,profile,team_style,pressing_intensity,defensive_line,win_pct,clean_sheet_pct,fail_to_score_pct
845,Marie-Louise Eta,3-4-2-1,balanced,neutral,0.2583815262259319,high,26.5,20.6,23.5
847,Marinus Dijkhuizen,,,,,,,,
848,Mario Frick,4-3-1-2,attacking,neutral,0.69746013237427,mid,32.4,14.7,11.8
849,Mario Kohnen,4-2-3-1,balanced,neutral,0.5275135665420891,mid,31.4,22.9,22.9
850,Mario Kovačević,4-1-4-1,balanced,neutral,0.475865039003051,mid,40.0,0.0,30.0
851,Mario Marinica,4-2-3-1,balanced,soft,,,40.0,40.0,0.0
852,Mario Martínez,,defensive,neutral,,,33.3,33.3,66.7
853,Marius Croitoru,4-2-3-1,balanced,neutral,0.7479745819041037,mid,38.9,33.3,30.6
854,Mariusz Jop,,balanced,soft,,,66.7,66.7,0.0
855,Mariusz Misiura,3-5-2,balanced,neutral,0.3171185762437607,high,38.7,22.6,32.3
856,Mariusz Pawlak,,,,,,,,
857,Mariusz Piechna,,,,,,,,
858,Mark Hughes,,,,,,,,
859,Márk Nikházi,,,,,,,,
860,Marko Mitrovic,4-2-3-1,balanced,neutral,0.3865439916478485,mid,32.6,27.9,23.3
861,Marko Nikolić,4-4-2,attacking,neutral,0.6407588862347839,high,67.9,64.3,10.7
862,Mark Robins,4-2-3-1,balanced,neutral,0.4290695133947398,mid,32.7,30.6,36.7
863,Marlon Cutrim,4-3-1-2,defensive,hard,,,0.0,0.0,100.0
864,Martín Demichelis,4-2-3-1,balanced,neutral,0.2914804221642315,mid,30.6,13.9,25.0
865,Martin Hysky,3-4-1-2,balanced,neutral,0.6121877683291993,mid,35.7,35.7,35.7
866,Martin Manuel Perelman,,,,,,,,
867,Martin O'Neill,4-3-3,balanced,neutral,0.6172267576435311,mid,56.5,34.8,19.6
868,Martin Paterson,,,,,,,,
869,Martín Perelman,4-4-2,balanced,neutral,0.2123942079524815,mid,35.6,17.8,17.8
870,Martin Varini,3-1-4-2,balanced,neutral,0.5490214849810913,high,26.5,11.8,32.4
871,Marvin Bartley,4-2-3-1,balanced,neutral,0.4476739651369975,high,5.9,8.8,29.4
872,Marvin Esor,,defensive,neutral,,,33.3,33.3,66.7
873,Masaru Okita,,,,,,,,
874,Masashi Oguro,,,,,,,,
875,Masateru Tsujita,,,,,,,,
876,Masato Harasaki,3-4-3,attacking,soft,,,66.7,66.7,0.0
877,Masato Hayashi,,,,,,,,
878,Massimiliano Allegri,3-5-2,defensive,neutral,0.3138402617327457,mid,56.8,45.9,18.9
879,Máté Pinezits,,attacking,soft,,,66.7,0.0,0.0
880,Mateusz Stolarski,4-1-4-1,balanced,neutral,0.6421962863318603,mid,29.0,25.8,22.6
881,Mathieu Chabert,,,,,,,,
882,Matjaž Kek,,,,,,,,
883,Matt Bloomfield,,,,,,,,
885,Matthias Jaissle,4-2-3-1,attacking,neutral,0.7516931105484175,mid,71.4,53.6,7.1
886,Mattia Croci-Torti,4-2-3-1,balanced,neutral,0.5733245693808632,high,47.2,33.3,16.7
887,Matt Lawlor,,balanced,soft,,,25.0,0.0,25.0
888,Matt Taylor,,attacking,neutral,,,50.0,50.0,25.0
889,Matt Wells,4-2-3-1,balanced,neutral,0.3260503953769736,mid,34.1,20.5,27.3
890,Matyas Czuczi,,,,,,,,
891,Maurice Steijn,4-2-3-1,balanced,neutral,0.4498339192259463,mid,38.7,35.5,25.8
892,Mauricio Barbieri,3-4-2-1,balanced,neutral,0.4346509970628696,mid,29.2,27.1,37.5
893,Mauricio Correa Dulac,,,,,,,,
894,Maurício Dulac,4-4-2,balanced,neutral,0.2880882135793349,mid,17.2,6.9,24.1
895,Mauricio Pellegrino,4-2-3-1,defensive,hard,,,0.0,0.0,100.0
896,Mauricio Soria,3-4-1-2,attacking,hard,,,33.3,33.3,0.0
897,Mauril Njoya,4-2-3-1,defensive,soft,0.455860038474725,high,58.3,66.7,33.3
898,Maurizio Sarri,4-3-3,balanced,neutral,0.2006747865431341,mid,34.2,42.1,39.5
899,Mauro Lustrinelli,4-2-2-2,attacking,neutral,0.7525831083175164,mid,70.6,17.6,11.8
900,Maximilian Senft,,balanced,neutral,,,37.0,22.2,29.6
901,Max Molder,4-3-3,defensive,soft,,,20.0,16.7,40.0
902,Mehmet Topal,,,,,,,,
904,Melvin Boel,4-2-3-1,balanced,neutral,0.2823155366285202,mid,25.6,25.6,28.2
905,Merlin Polzin,3-4-3,balanced,neutral,0.3362081633153981,low,23.5,23.5,32.4
906,Messan Ametokodo,,balanced,soft,,,0.0,0.0,0.0
907,Michael Bostwick,,,,,,,,
908,Michael Bradley,,,,,,,,
910,Michael Duff,,balanced,neutral,,,50.0,50.0,16.7
911,Michael Findlay,,defensive,soft,,,0.0,0.0,100.0
912,Michael Grand,,balanced,soft,,,33.3,33.3,33.3
913,Michael Jackson,,,,,,,,
914,Michael Köllner,,balanced,neutral,,,22.2,18.5,40.7
915,Michael O'Neill,3-4-1-2,defensive,neutral,0.6193606674033321,high,27.1,27.1,33.3
916,Michael Skibbe,4-3-3,attacking,soft,0.6588366465153406,mid,84.6,30.8,7.7
917,Michael Skubala,,balanced,neutral,,,50.0,25.0,0.0
918,Michal Gasparik,4-3-3,balanced,neutral,0.6894853134184823,mid,54.3,31.4,22.9
919,Michalis Grigoriou,4-2-3-1,defensive,hard,0.4610917565495727,mid,28.6,35.7,39.3
920,Michał Kiełtyka,,,,,,,,
921,Michel,4-2-3-1,balanced,neutral,0.3475378482165931,mid,25.7,17.1,22.9
922,Michel Kniat,,,,,,,,
923,Michiharu Otagiri,,,,,,,,
924,Mickaël Villatte,,,,,,,,
925,Micky Mellon,,balanced,neutral,,,33.3,0.0,0.0
926,Migjen Basha,4-3-1-2,attacking,neutral,0.7091198019637306,high,42.9,57.1,28.6
927,Miguel Alvarez Jurado,,,,,,,,
928,Miguel Ángel Muñoz Nuñez,,,,,,,,
929,Miguel Angel Ramirez,4-4-2,balanced,neutral,0.3470185021919266,mid,43.1,33.3,25.5
930,Miguel Cardoso,4-2-2-2,attacking,neutral,0.7493142069465919,low,58.3,50.0,16.7
931,Miguel Gamondi,4-2-3-1,defensive,neutral,,,0.0,0.0,25.0
932,Miguel Rondelli,4-1-4-1,attacking,neutral,,,0.0,0.0,0.0
933,Mihailo Petrovic,3-4-2-1,attacking,soft,0.5158709292940121,low,66.7,33.3,8.3
934,Miika Nuutinen,4-3-3,defensive,soft,,,50.0,50.0,50.0
935,Mikel Arteta,4-3-3,attacking,soft,0.4977339660215988,mid,69.6,50.0,8.9
936,Mike Tullberg,4-4-2,attacking,neutral,0.8816107263371937,low,68.8,56.2,6.2
937,Mikey Varas,4-3-3,attacking,neutral,0.5179109846094857,mid,51.0,32.7,18.4
938,Milan Ristic,,,,,,,,
939,Miodrag Božović,,balanced,soft,,,0.0,0.0,50.0
940,Mirel Radoi,4-2-3-1,balanced,hard,0.7084950263762412,mid,28.6,17.1,25.7
941,Mirko Vučinić,4-3-1-2,attacking,soft,,,50.0,50.0,0.0
942,Miron Muslić,,,,,,,,
943,Miroslav Koubek,,,,,,,,
944,Mitsunori Yabuta,,,,,,,,
945,Moacir Júnior,4-3-3,defensive,neutral,,,0.0,0.0,100.0
946,Mohamed Ali Nafkah,4-2-3-1,balanced,neutral,,,39.3,50.0,28.6
947,Mohamed Alkikly,,defensive,soft,,,50.0,50.0,50.0
948,Mohamed Hamma,,,,,,,,
949,Mohamed-Kader Daher,,defensive,soft,,,0.0,50.0,50.0
950,Mohamed Kouki,3-4-1-2,defensive,neutral,,,57.1,64.3,17.9
951,Mohamed Messoudi,,,,,,,,
953,Mohamed Ouahbi,4-1-4-1,defensive,soft,,,55.6,66.7,22.2
954,Mohamed Tlemcani,4-5-1,defensive,neutral,,,12.2,26.5,59.2
955,Moïn Chaabani,4-2-3-1,balanced,soft,0.6690969252356281,mid,50.0,35.7,28.6
956,Moisés Egert,4-2-3-1,attacking,hard,,,66.7,0.0,33.3
957,Morena Ramoreboli,4-2-3-1,defensive,soft,,,20.0,20.0,80.0
958,Moreno Longo,,,,,,,,
959,Mounir Raychouni,,,,,,,,
960,Mozart Santos,4-2-3-1,defensive,neutral,0.3120401984692583,mid,31.9,34.0,34.0
961,Murat Yakin,4-3-3,balanced,soft,,,0.0,50.0,50.0
962,Myung Bo Hong,3-4-2-1,defensive,soft,,,0.0,0.0,100.0
963,Naoto Otake,,,,,,,,
964,Naoufel Chebil,,,,,,,,
965,Nasrdine Ghammam,,,,,,,,
966,Nathan Jones,3-1-4-2,balanced,neutral,0.3252715480402504,mid,29.2,27.1,20.8
967,Natxo Gonzalez,,,,,,,,
968,Nebojša Vignjević,,attacking,soft,,,75.0,25.0,25.0
969,Neil Gibson,,,,,,,,
970,Neil Harris,,balanced,soft,,,50.0,50.0,33.3
971,Neil McCann,4-4-2,balanced,neutral,0.3122475393676395,mid,17.6,20.6,29.4
972,Nenad Vukcevic,,attacking,soft,,,100.0,100.0,0.0
973,Nestor El Maestro,4-1-4-1,defensive,neutral,0.4317309766948437,mid,6.9,6.9,31.0
974,Nestor Lorenzo,4-2-3-1,balanced,soft,,,0.0,0.0,0.0
975,Nick Montgomery,,,,,,,,
976,Nicky Hayen,4-2-3-1,balanced,soft,0.7204530924310251,high,42.9,18.4,16.3
977,Nico Estévez,4-4-2,balanced,neutral,0.2556858250489267,high,32.6,26.1,23.9
978,Nicolas Andres Cordova,,,,,,,,
979,Nicolás Diez,4-1-4-1,attacking,hard,,,50.0,50.0,0.0
980,Nicolas Estevez Martinez,,,,,,,,
981,Nicolas Flores,,,,,,,,
982,Nicolas Larcamon,3-4-2-1,attacking,neutral,0.7604591660112965,low,52.6,26.3,7.9
983,Nicolas Lemetayer,,,,,,,,
984,Nicolas Sanchez,,,,,,,,
985,Nicolás Sánchez,4-2-3-1,balanced,neutral,0.5290427386394273,mid,42.1,26.3,23.7
986,Niels Frederiksen,4-4-2,attacking,neutral,0.4275885002947945,mid,48.7,28.2,12.8
987,Nigel Clough,,attacking,neutral,,,57.1,14.3,14.3
988,Niko Kovač,3-4-2-1,attacking,neutral,0.4650618702279343,mid,56.8,38.6,9.1
989,Nikolaos Papadopoulos,4-2-3-1,attacking,neutral,0.7347989271069377,mid,42.9,25.0,21.4
990,Nobuhiro Ishizaki,,,,,,,,
991,Noel Tosi,,,,,,,,
992,Nouhoum Diané,,defensive,soft,,,25.0,25.0,50.0
993,Noureddine Zekri,4-4-2,balanced,neutral,0.5542967787606609,mid,25.0,25.0,28.6
994,Nuno Campos,,attacking,soft,,,100.0,50.0,0.0
995,Nuno Espírito Santo,4-2-3-1,balanced,neutral,0.4116058859047363,mid,23.1,17.9,30.8
996,Nuri Şahin,4-2-3-1,balanced,neutral,0.492522644930426,mid,45.2,38.7,19.4
997,Octavio Zambrano,3-4-1-2,attacking,hard,,,0.0,0.0,0.0
998,Odair Hellmann,3-4-2-1,balanced,neutral,0.420508398011229,mid,46.2,30.8,30.8
999,Ognjen Zaric,,balanced,neutral,,,33.3,29.6,29.6
1000,Okan Buruk,4-2-3-1,attacking,neutral,0.7440475927880065,mid,65.1,34.9,18.6
1001,Olafur Skulason,4-3-3,balanced,soft,,,16.7,16.7,33.3
1002,Ole Werner,4-3-3,attacking,neutral,0.463270932638001,low,62.9,31.4,11.4
1003,Oliver Glasner,3-4-2-1,balanced,neutral,0.4696355969709933,mid,32.4,35.1,27.0
1004,Olivier Frapolli,,attacking,neutral,,,75.0,75.0,25.0
1005,Olivier Pantaloni,3-4-2-1,balanced,soft,0.2416223643496194,mid,37.1,25.7,28.6
1006,Omar Feitosa,4-3-2-1,balanced,hard,,,50.0,50.0,50.0
1007,Ondrej Smetana,,balanced,soft,,,0.0,0.0,0.0
1008,Oscar Garcia,4-3-3,attacking,neutral,0.5695730529151208,high,41.0,23.1,15.4
1009,Oscar Hiljemark,3-5-2,defensive,neutral,0.3580682649425127,mid,5.6,16.7,58.3
1010,Oscar Troya Morilla,,,,,,,,
1011,Oscar Villegas,4-3-3,defensive,neutral,,,33.3,33.3,33.3
1012,Oswald Mutapa,4-2-3-1,defensive,soft,,,40.0,40.0,40.0
1013,Otto Addo,4-4-2,balanced,neutral,,,0.0,0.0,0.0
1014,Pablo Abdala,,,,,,,,
1015,Pablo Alfaro,,,,,,,,
1016,Pablo Andres Sanchez,4-3-3,defensive,hard,,,66.7,100.0,33.3
1017,Pablo Correa,,attacking,soft,,,50.0,50.0,25.0
1018,Pablo Guede,4-3-3,defensive,neutral,,,0.0,0.0,50.0
1019,Pablo Hernández,4-3-3,balanced,neutral,0.8907590570459303,high,40.0,23.8,25.0
1020,Pablo Mastroeni,4-4-2,balanced,neutral,0.3236465782033116,high,38.6,15.9,27.3
1021,Pablo Repetto,4-2-3-1,balanced,hard,,,0.0,0.0,0.0
1022,Pacheta,4-3-3,balanced,neutral,0.5282753224347354,mid,37.8,29.3,23.2
1023,Paolo Sammarco,3-5-2,defensive,neutral,0.5156539426326852,low,8.3,19.4,52.8
1024,Paolo Vanoli,4-3-3,balanced,neutral,0.3121351591301662,mid,22.9,22.9,25.7
1025,Pape Thiaw,4-3-3,attacking,neutral,,,77.8,66.7,11.1
1026,Pascal Jansen,4-2-3-1,balanced,neutral,0.5254321736951798,mid,46.9,26.5,26.5
1027,Pascal Pouthier,,,,,,,,
1028,Pascal Reinhardt,,,,,,,,
1029,Pasquale Fazio,,,,,,,,
1030,Pat Noonan,3-4-1-2,balanced,hard,0.3593499744990446,mid,52.1,29.2,20.8
1031,Patrice Beaumelle,4-2-3-1,balanced,neutral,0.3864717384949909,mid,61.0,63.4,22.0
1032,Patrice Neveu,3-4-3,balanced,soft,,,50.0,50.0,0.0
1033,Patrick Hinze,,,,,,,,
1034,Patrick Rahmen,4-2-3-1,balanced,hard,0.6124210330643809,mid,11.8,0.0,32.4
1035,Patrick Videira,,balanced,soft,,,20.0,20.0,40.0
1036,Paul Cook,,defensive,hard,,,33.3,33.3,33.3
1037,Paul Heckingbottom,3-5-2,balanced,neutral,0.519147988527843,mid,33.3,20.8,27.1
1038,Paulo Duarte,4-2-3-1,balanced,soft,,,0.0,0.0,50.0
1039,Paulo Eduardo Eduardo Silva,3-4-1-2,attacking,hard,,,50.0,0.0,50.0
1040,Paulo Fonseca,4-2-3-1,balanced,neutral,0.5033577964143917,mid,60.0,48.9,15.6
1041,Paulo Henrique Marques,4-3-3,defensive,hard,,,0.0,0.0,100.0
1042,Paulo Kobayashi,4-3-3,balanced,soft,,,50.0,0.0,50.0
1043,Paulo Massaro,5-2-3,attacking,hard,,,50.0,0.0,0.0
1044,Paulo Morgado,5-3-2,defensive,soft,,,0.0,0.0,100.0
1045,Paulo Pezzolano,4-2-3-1,balanced,neutral,0.700232895550711,mid,28.8,19.2,26.9
1046,Paulo Roberto dos Santos,,,,,,,,
1047,Paul Put,4-4-1-1,balanced,hard,,,0.0,0.0,0.0
1048,Paul Warne,,attacking,neutral,,,50.0,0.0,25.0
1049,Pau Quesada,4-3-3,attacking,soft,0.5320051330276947,high,73.1,61.5,15.4
1050,Pavel Hapal,,,,,,,,
1051,Paweł Młynarczyk,,,,,,,,
1052,Pedro Caixinha,4-2-3-1,balanced,neutral,0.5202666030770743,low,31.6,7.9,13.2
1053,Pedro Emanuel,4-2-3-1,balanced,neutral,0.4108614949084343,high,31.0,24.1,31.0
1054,Pedro Goncalves,4-2-3-1,defensive,soft,,,50.0,60.0,40.0
1055,Pedro José Bolaños,,,,,,,,
1056,Pedro Pereira,,balanced,soft,,,0.0,0.0,0.0
1057,Pedro Silva,,balanced,soft,,,0.0,0.0,50.0
1058,Pellegrino Matarazzo,4-4-2,balanced,neutral,0.5504741518559916,mid,41.5,17.1,9.8
1059,Pep Guardiola,4-1-4-1,attacking,neutral,0.5063019862425692,high,68.5,42.6,11.1
1060,Pere Romeu,4-3-3,attacking,soft,0.8877296096277063,high,96.2,73.1,3.8
1061,Pericles Chamusca,4-3-3,attacking,neutral,0.5276455301276772,mid,48.3,20.7,13.8
1062,Per Mathias Hogmo,4-2-3-1,balanced,neutral,0.4511384600575258,mid,46.9,42.9,24.5
1063,Peter Bosz,4-2-3-1,attacking,neutral,0.7356341106921704,mid,69.2,17.9,5.1
1064,Peter Zeidler,4-3-1-2,balanced,neutral,0.8120513222925929,high,29.6,7.4,22.2
1065,Pete Wild,,,,,,,,
1066,Petit,4-3-3,defensive,neutral,0.5274970947197956,high,25.8,29.0,38.7
1067,Petrik Sander,,attacking,neutral,,,66.7,33.3,0.0
1068,Petrus de Jong,,balanced,soft,,,50.0,50.0,50.0
1069,Philippe Clement,4-2-3-1,balanced,neutral,0.640354291927361,mid,44.0,18.0,22.0
1070,Philippe Eullaffroy,4-2-3-1,balanced,neutral,0.6170112697695117,mid,33.3,22.2,33.3
1071,Philipp Semlic,,balanced,neutral,,,33.3,18.5,22.2
1072,Phil Neville,4-2-3-1,balanced,neutral,0.3222963528777183,mid,31.9,14.9,29.8
1073,Phil Parkinson,3-4-2-1,balanced,soft,0.3831069569318181,mid,42.3,26.9,11.5
1074,Pierpaolo Bisoli,,,,,,,,
1075,Pierre Mbappe,,,,,,,,
1076,Pierre Sage,3-4-2-1,attacking,neutral,0.6627450452431393,low,68.6,31.4,14.3
1077,Pieter de Jongh,,defensive,soft,,,25.0,50.0,50.0
1078,Piotr Plewnia,,,,,,,,
1079,Piotr Stokowiec,,,,,,,,
1080,Piotr Tworek,,,,,,,,
1081,Quique Sánchez Flores,4-4-2,balanced,neutral,0.5420924526733848,high,34.2,18.4,26.3
1082,Rabah Bensafi,4-2-3-1,balanced,soft,,,40.0,60.0,50.0
1083,Rachid Youcef,,,,,,,,
1084,Radislav Dragićević,,defensive,soft,,,0.0,0.0,100.0
1085,Radoslaw Adamczyk,,,,,,,,
1086,Rafael Benítez,4-2-3-1,balanced,neutral,0.4514058988081475,low,41.3,34.8,28.3
1087,Rafael Ferro,4-2-3-1,balanced,hard,,,0.0,0.0,0.0
1088,Rafael Guanaes,4-3-3,balanced,hard,0.4738782019066282,mid,39.6,22.6,22.6
1089,Rafael Marques Mariano,4-2-3-1,attacking,neutral,,,50.0,50.0,0.0
1090,Rafael Piccinin,4-3-3,attacking,soft,,,100.0,0.0,0.0
1091,Rafael Urazbakhtin,4-2-3-1,defensive,soft,0.4815482171963995,,18.8,37.5,43.8
1092,Rafal Gorak,3-4-3,balanced,neutral,0.3085477806736155,mid,42.9,22.9,22.9
1093,Raffaele Palladino,3-4-2-1,balanced,neutral,0.4524229802824008,mid,42.0,34.0,20.0
1094,Ramon Otoniel Olivas Ruiz,3-4-2-1,balanced,hard,,,0.0,0.0,0.0
1095,Ran Ben Simon,5-3-2,attacking,soft,,,0.0,0.0,0.0
1096,Randri Garcia,4-2-3-1,defensive,neutral,0.4167889849772259,low,7.7,7.7,61.5
1097,Ranielle Ribeiro,4-5-1,attacking,soft,,,50.0,50.0,0.0
1098,Ranko Despotovic,,,,,,,,
1099,Ran Kozuk,,balanced,soft,,,0.0,50.0,50.0
1100,Raphael Wicky,4-3-3,balanced,soft,0.2820172471347317,mid,18.6,9.3,30.2
1101,Ratko Dostanić,4-2-3-1,balanced,neutral,0.2154605884277281,high,32.3,32.3,29.0
1102,Raul Cabral,4-4-2,defensive,neutral,0.7574524295724961,low,60.0,60.0,40.0
1103,Raúl Chabrand,4-2-3-1,balanced,neutral,0.2622417827422614,mid,29.4,20.6,14.7
1104,Razvan Lucescu,4-2-3-1,attacking,neutral,0.5830843127766492,mid,47.6,52.4,28.6
1105,Recep Uçar,4-2-3-1,balanced,neutral,0.563655117274712,mid,29.0,25.8,25.8
1106,Reginald Ray,,attacking,neutral,,,50.0,75.0,50.0
1107,Régis Le Bris,4-2-3-1,balanced,neutral,0.3698195819047012,mid,34.2,28.9,34.2
1108,Renato Portaluppi,4-2-3-1,balanced,neutral,0.4958572961901283,mid,33.3,16.7,31.5
1109,René Isidoro Garcia,3-4-2-1,attacking,neutral,,,50.0,0.0,25.0
1110,Rene Poms,,,,,,,,
1111,René Wagner,3-4-2-1,balanced,neutral,0.3033721408251663,high,24.2,9.1,12.1
1112,Rene Weiler,4-4-2,defensive,neutral,0.4502730730487385,mid,18.2,15.9,40.9
1113,Riadh Dhouib,,,,,,,,
1114,Ricardo Catalá,4-3-3,defensive,neutral,0.3936989851032878,mid,55.6,55.6,22.2
1115,Ricardo Rodriguez,3-4-2-1,balanced,neutral,0.5451138680797465,high,25.0,25.0,50.0
1116,Ricardo Soares,,,,,,,,
1117,Richard Albert,,,,,,,,
1118,Richard Hill,,,,,,,,
1119,Richie Wellens,,defensive,neutral,,,33.3,33.3,66.7
1120,Rick Kruys,4-2-3-1,balanced,neutral,0.4383526551640495,high,25.8,9.7,35.5
1121,Rik Demil,,,,,,,,
1122,Rik De Mil,4-2-3-1,balanced,neutral,0.4217679130155707,mid,37.1,25.7,25.7
1123,Rikizo Matsuhashi,4-4-2,attacking,soft,0.3492862711611709,high,83.3,25.0,16.7
1124,Rilove Janga,,balanced,soft,,,50.0,0.0,50.0
1125,Robbie Keane,3-5-2,balanced,neutral,0.4772791794208071,mid,55.6,27.8,16.7
1126,Robbie Savage,,,,,,,,
1127,Rob Edwards,3-5-2,balanced,neutral,0.4595605797670327,high,17.5,15.0,45.0
1128,Robert Elliot,,,,,,,,
1129,Robert Ilyes,4-2-3-1,balanced,neutral,0.2871823365634922,high,30.6,22.2,27.8
1130,Roberto Breda,,,,,,,,
1131,Roberto Cevoli,4-3-3,defensive,hard,,,0.0,50.0,50.0
1132,Roberto D'Aversa,3-5-2,balanced,neutral,0.3295821523033259,high,36.8,36.8,26.3
1133,Roberto De Zerbi,4-2-3-1,balanced,neutral,0.6300728649368238,mid,31.9,31.9,19.1
1134,Roberto Martínez,4-2-3-1,defensive,soft,,,50.0,100.0,50.0
1135,Roberto Tapia,4-2-3-1,balanced,hard,0.5604066887720227,mid,26.5,17.6,23.5
1136,Robert Prosinečki,4-4-1-1,balanced,soft,,,0.0,0.0,50.0
1137,Robert Schröder,,,,,,,,
1138,Robin Fraser,4-2-3-1,balanced,neutral,0.4382173370372593,mid,20.5,18.2,27.3
1139,Robin van Persie,4-2-3-1,attacking,neutral,0.5559956525703751,mid,48.8,24.4,17.1
1140,Robin Veldman,,,,,,,,
1142,Rodolphe Delcourt,,,,,,,,
1143,Rodrigo César Oliveira de Moura,4-5-1,attacking,soft,,,0.0,0.0,0.0
1144,Rodrigo dos Prazeres Ribeiro,5-3-2,defensive,hard,,,25.0,50.0,50.0
1145,Rodrigo Limiro Gomes Da Silva,4-3-3,attacking,soft,,,50.0,0.0,50.0
1146,Rodrigo Reis,3-5-2,defensive,neutral,,,0.0,0.0,100.0
1147,Rodrigo Santana,4-2-3-1,defensive,hard,0.4932459109207895,high,37.5,25.0,37.5
1148,Rogério Ceni,4-3-3,balanced,neutral,0.6051210601156952,high,45.3,32.1,17.0
1149,Rogério Henrique Alves,4-1-4-1,attacking,hard,,,50.0,0.0,0.0
1150,Roger Machado,3-4-1-2,balanced,neutral,0.6016974202045621,mid,44.4,35.2,31.5
1151,Roger Rodrigues da Silva,4-3-3,defensive,neutral,0.5624631772274616,mid,0.0,25.0,50.0
1152,Rolandas Dziaukstas,,attacking,soft,,,50.0,50.0,0.0
1153,Roland Seitz,,,,,,,,
1154,Roland Vieira,,,,,,,,
1155,Romain Courtin,,attacking,soft,,,66.7,66.7,0.0
1156,Roman Cuello,4-2-3-1,defensive,hard,,,0.0,0.0,100.0
1157,Ronald Koeman,4-2-3-1,balanced,soft,,,50.0,0.0,0.0
1158,Ron Jans,4-2-3-1,balanced,neutral,0.3890151343262831,mid,37.8,20.0,24.4
1159,Ronny Deila,4-2-3-1,defensive,neutral,0.2435805647766207,,21.4,7.1,57.1
1160,Ross Aloisi,,,,,,,,
1161,Roy Hodgson,3-4-2-1,balanced,neutral,0.4282517213920809,high,36.7,30.6,34.7
1162,Rubén Berrogui,4-3-3,balanced,neutral,,,22.2,22.2,22.2
1163,Ruben Dario Insua,5-3-2,defensive,hard,,,0.0,100.0,100.0
1164,Rubén de la Barrera,4-1-4-1,balanced,neutral,0.2461371997953885,mid,26.8,19.5,39.0
1165,Ruben den Uil,4-2-3-1,balanced,soft,0.3538825457697008,mid,25.8,19.4,22.6
1166,Rubén Domínguez,,,,,,,,
1167,Rubi,4-2-3-1,attacking,neutral,0.5592004048075414,mid,48.2,22.9,9.6
1168,Rudolph Speid,4-3-3,defensive,soft,,,100.0,100.0,0.0
1169,Rui Borges,4-2-3-1,attacking,neutral,0.584943775046281,low,66.7,40.5,7.1
1170,Russell Wilcox,,,,,,,,
1171,Ryo Adachi,5-4-1,balanced,neutral,,,66.7,33.3,0.0
1172,Ryo Shigaki,,,,,,,,
1173,Ryu Byeong-Hoon,3-4-3,balanced,hard,0.2121389578417772,high,30.0,10.0,10.0
1174,Saad Ali Al Shehri,4-2-3-1,balanced,neutral,0.3652188783930429,mid,41.4,24.1,27.6
1175,Saad Al-Shehri,,,,,,,,
1176,Sabri Lamouchi,4-3-3,balanced,neutral,,,33.3,33.3,16.7
1177,Sameh Bouguerra,,,,,,,,
1178,Sam Foley,,balanced,neutral,,,33.3,33.3,33.3
1179,Sami Rafhwani,,,,,,,,
1180,Samir Benslimane,,,,,,,,
1181,Samir Guelsifi,,attacking,soft,,,66.7,66.7,0.0
1182,Samir Salah,,,,,,,,
1183,Sami Trabelsi,,,,,,,,
1184,Sami Ugurlu,,,,,,,,
1185,Sami Uğurlu,4-2-3-1,defensive,neutral,0.5402735500240529,mid,22.6,22.6,38.7
1186,Samy Guenfound,,balanced,neutral,,,33.3,0.0,0.0
1187,Sander Duits,,,,,,,,
1188,Sándor Csató,,,,,,,,
1189,Sandro Miranda Frazão,4-3-3,attacking,soft,,,0.0,0.0,0.0
1190,Sandro Perković,4-3-3,balanced,soft,,,16.7,33.3,16.7
1191,Sang Sik Kim,4-1-4-1,attacking,soft,,,100.0,100.0,0.0
1192,Santiago Marín Andreu,,,,,,,,
1193,Sara Monforte,4-2-3-1,defensive,neutral,0.5175987888669962,mid,26.9,30.8,34.6
1194,Savvas Pantelidis,4-2-3-1,defensive,hard,0.2916955001314474,low,12.9,19.4,32.3
1195,Scott Davies,,,,,,,,
1196,Scott Parker,4-2-3-1,balanced,neutral,0.3174954377245965,mid,15.8,10.5,34.2
1197,Scott Rogers,,balanced,hard,,,33.3,33.3,0.0
1198,Sebastian Abreu,4-4-2,balanced,neutral,0.5761179240018611,high,35.1,35.1,24.3
1199,Sebastian Beccacece,4-2-3-1,balanced,soft,,,0.0,0.0,0.0
1200,Sebastián Botero,3-1-4-2,balanced,neutral,1.0,mid,33.3,16.7,16.7
1201,Sebastian Enrique Dominguez,4-2-3-1,defensive,soft,,,0.0,0.0,100.0
1202,Sebastian Hahn,4-1-4-1,balanced,neutral,0.5319412808720426,low,31.2,28.1,28.1
1203,Sebastian Hoeneß,4-2-3-1,attacking,neutral,0.5610189098727955,high,54.2,33.3,16.7
1204,Sebastián Leto,4-2-3-1,balanced,hard,0.6015388640690816,mid,22.6,25.8,29.0
1205,Sebastián López,,,,,,,,
1206,Sebastien Desabre,4-1-4-1,defensive,soft,,,42.9,71.4,42.9
1207,Sebastien Martinez,,,,,,,,
1208,Sebastien Meyer,,,,,,,,
1209,Sébastien Migné,4-2-3-1,defensive,neutral,,,0.0,0.0,50.0
1210,Sébastien Pocognoli,3-4-2-1,balanced,neutral,0.6023951533312331,mid,43.2,25.0,18.2
1211,Selçuk İnan,4-2-3-1,defensive,neutral,0.5494744508709716,mid,29.0,32.3,41.9
1212,Sergej Barbarez,,,,,,,,
1213,Sergej Jakirović,4-2-3-1,balanced,neutral,0.5652344621489304,high,41.7,25.0,20.8
